case_uid,target,tool,priority,priority_reason,case_kind,status_label,run_dir,run_id,mode,input_bc,input_ll,raw_artifact,raw_row_or_line,reported_file,reported_line,reported_column,location_validity,source_region,project_source_only,header_context,ir_function,ir_instruction,ir_line,ir_snippet,source_snippet,message,root_cause_hint,confidence,needs_manual_review,manual_verdict,evidence_files,notes
seahorn.tengine.O2g.000222,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,226,Target/Tengine/examples/tm_classification.c,138,26,valid,project_source,1,not_header,,,,"%1720 = shufflevector <2 x double> %1719, <2 x double> poison, <2 x i32> <i32 1, i32 undef>, !dbg !2310"," 136:         }
 137:         double end = get_current_time();
>138:         double cur = end - start;
 139:         total_time += cur;
 140:         if (min_time > cur)",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/tm_classification.c;source_resolution=exact;all_cases_case_id=226;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/tm_classification.c
seahorn.tengine.O2g.000223,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,227,Target/Tengine/examples/common/stb_image.h,5802,15,valid,third_party_header,0,third_party_header,,,,"%6247 = shufflevector <2 x i32> %6246, <2 x i32> poison, <2 x i32> <i32 1, i32 0>, !dbg !4486"," 5800:     s->img_y = abs((int)s->img_y);
 5801: 
>5802:     mr = info.mr;
 5803:     mg = info.mg;
 5804:     mb = info.mb;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h;source_resolution=exact;all_cases_case_id=227;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h
seahorn.tengine.O2g.000224,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,228,Target/Tengine/examples/common/stb_image.h,3591,31,valid,third_party_header,0,third_party_header,,,,"%21 = insertelement <2 x i64> poison, i64 %20, i64 0, !dbg !971"," 3589:         {
 3590:             // load
>3591:             __m128i y_bytes = _mm_loadl_epi64((__m128i*)(y + i));
 3592:             __m128i cr_bytes = _mm_loadl_epi64((__m128i*)(pcr + i));
 3593:             __m128i cb_bytes = _mm_loadl_epi64((__m128i*)(pcb + i));",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h;source_resolution=exact;all_cases_case_id=228;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h
seahorn.tengine.O2g.000225,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,229,Target/Tengine/examples/common/stb_image.h,3592,32,valid,third_party_header,0,third_party_header,,,,"%28 = insertelement <2 x i64> poison, i64 %27, i64 0, !dbg !977"," 3590:             // load
 3591:             __m128i y_bytes = _mm_loadl_epi64((__m128i*)(y + i));
>3592:             __m128i cr_bytes = _mm_loadl_epi64((__m128i*)(pcr + i));
 3593:             __m128i cb_bytes = _mm_loadl_epi64((__m128i*)(pcb + i));
 3594:             __m128i cr_biased = _mm_xor_si128(cr_bytes, signflip); // -128",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h;source_resolution=exact;all_cases_case_id=229;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h
seahorn.tengine.O2g.000226,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,230,Target/Tengine/examples/common/stb_image.h,3593,32,valid,third_party_header,0,third_party_header,,,,"%35 = insertelement <2 x i64> poison, i64 %34, i64 0, !dbg !979"," 3591:             __m128i y_bytes = _mm_loadl_epi64((__m128i*)(y + i));
 3592:             __m128i cr_bytes = _mm_loadl_epi64((__m128i*)(pcr + i));
>3593:             __m128i cb_bytes = _mm_loadl_epi64((__m128i*)(pcb + i));
 3594:             __m128i cr_biased = _mm_xor_si128(cr_bytes, signflip); // -128
 3595:             __m128i cb_biased = _mm_xor_si128(cb_bytes, signflip); // -128",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h;source_resolution=exact;all_cases_case_id=230;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h
seahorn.tengine.O2g.000227,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,231,Target/Tengine/examples/common/stb_image.h,3410,24,valid,third_party_header,0,third_party_header,,,,"%54 = insertelement <2 x i64> poison, i64 %53, i64 0, !dbg !968"," 3408:         // this uses 3*x + y = 4*x + (y - x)
 3409:         __m128i zero = _mm_setzero_si128();
>3410:         __m128i farb = _mm_loadl_epi64((__m128i*)(in_far + i));
 3411:         __m128i nearb = _mm_loadl_epi64((__m128i*)(in_near + i));
 3412:         __m128i farw = _mm_unpacklo_epi8(farb, zero);",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h;source_resolution=exact;all_cases_case_id=231;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h
seahorn.tengine.O2g.000228,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,232,Target/Tengine/examples/common/stb_image.h,3411,25,valid,third_party_header,0,third_party_header,,,,"%61 = insertelement <2 x i64> poison, i64 %60, i64 0, !dbg !970"," 3409:         __m128i zero = _mm_setzero_si128();
 3410:         __m128i farb = _mm_loadl_epi64((__m128i*)(in_far + i));
>3411:         __m128i nearb = _mm_loadl_epi64((__m128i*)(in_near + i));
 3412:         __m128i farw = _mm_unpacklo_epi8(farb, zero);
 3413:         __m128i nearw = _mm_unpacklo_epi8(nearb, zero);",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h;source_resolution=exact;all_cases_case_id=232;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h
seahorn.tengine.O2g.000229,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,233,Target/Tengine/examples/common/stb_image.h,3425,24,valid,third_party_header,0,third_party_header,,,,"%71 = shufflevector <8 x i16> %70, <8 x i16> poison, <8 x i32> <i32 undef, i32 0, i32 1, i32 2, i32 3, i32 4, i32 5, i32 6>, !dbg !976"," 3423:         __m128i prv0 = _mm_slli_si128(curr, 2);
 3424:         __m128i nxt0 = _mm_srli_si128(curr, 2);
>3425:         __m128i prev = _mm_insert_epi16(prv0, t1, 0);
 3426:         __m128i next = _mm_insert_epi16(nxt0, 3 * in_near[i + 8] + in_far[i + 8], 7);
 3427: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h;source_resolution=exact;all_cases_case_id=233;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h
seahorn.tengine.O2g.000230,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,234,Target/Tengine/examples/common/stb_image.h,3426,24,valid,third_party_header,0,third_party_header,,,,"%74 = shufflevector <8 x i16> %70, <8 x i16> poison, <8 x i32> <i32 1, i32 2, i32 3, i32 4, i32 5, i32 6, i32 7, i32 undef>, !dbg !977"," 3424:         __m128i nxt0 = _mm_srli_si128(curr, 2);
 3425:         __m128i prev = _mm_insert_epi16(prv0, t1, 0);
>3426:         __m128i next = _mm_insert_epi16(nxt0, 3 * in_near[i + 8] + in_far[i + 8], 7);
 3427: 
 3428:         // horizontal filter, polyphase implementation since it's convenient:",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h;source_resolution=exact;all_cases_case_id=234;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h
seahorn.tengine.O2g.000231,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,235,Target/Tengine/examples/common/stb_image.h,3514,29,valid,third_party_header,0,third_party_header,,,,"%94 = insertelement <16 x i8> poison, i8 %92, i64 0, !dbg !932"," 3512:     STBI_NOTUSED(in_far);
 3513:     for (i = 0; i < w; ++i)
>3514:         for (j = 0; j < hs; ++j)
 3515:             out[i * hs + j] = in_near[i];
 3516:     return out;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h;source_resolution=exact;all_cases_case_id=235;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h
seahorn.tengine.O2g.000232,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,236,Target/Tengine/examples/common/stb_image.h,3514,29,valid,third_party_header,0,third_party_header,,,,"%95 = shufflevector <16 x i8> %94, <16 x i8> poison, <16 x i32> zeroinitializer, !dbg !932"," 3512:     STBI_NOTUSED(in_far);
 3513:     for (i = 0; i < w; ++i)
>3514:         for (j = 0; j < hs; ++j)
 3515:             out[i * hs + j] = in_near[i];
 3516:     return out;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h;source_resolution=exact;all_cases_case_id=236;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h
seahorn.tengine.O2g.000233,tengine,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix,run_20260322_185943_fixed_fullmatrix,horn_ndc_mem,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/tengine/LLVM14-O2-g/artifacts/tengine.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log,237,Target/Tengine/examples/common/stb_image.h,5097,21,valid,third_party_header,0,third_party_header,,,,"%3058 = shufflevector <8 x i16> %3057, <8 x i16> poison, <4 x i32> <i32 0, i32 2, i32 4, i32 6>, !dbg !2880"," 5095:         for (i = 0; i < pixel_count; ++i)
 5096:         {
>5097:             p[1] = (p[0] == tc[0] ? 0 : 65535);
 5098:             p += 2;
 5099:         }",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/sea.horn.ndc.mem.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/seahorn/seahorn-O2-g/result/run_20260322_185943_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h;source_resolution=exact;all_cases_case_id=237;all_cases_step=13;all_cases_name=horn_ndc_mem;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/common/stb_image.h
